id,tipo,nombre,calle_y_numero,colonia,alcaldia,cp,categoria,subcategoria
2029,Restaurante,Restaurante Cafetería La Fiesta,Bulevard Puerto Aéreo 502,Moctezuma,Venustiano Carranza,15530.0,Cafetería,Internacional
2030,Restaurante,El Nopalito,Avenida Insurgentes Norte 1037,Guadalupe Insurgentes,Gustavo A. Madero,7870.0,,
2031,Restaurante,Wings Tlalpan,Calzada de Tlalpan 1149,San Simón Ticumac,Benito Juárez,3660.0,Restaurante,Internacional
2032,Restaurante,Mama´S Pizza,Nicolás de San Juan 1757,Del Valle Centro,Benito Juárez,3100.0,Restaurante,Italiana
2033,Restaurante,Vips,Av. Insurgentes Sur No. 453,Hipódromo Condesa,Cuauhtémoc,6760.0,,
2034,Restaurante,Don Camilo,Avenida Universidad 399,Narvarte Poniente,Benito Juárez,3020.0,Restaurante,Carnes
2035,Restaurante,El Samurái,Avenida Nueva York 85,Nápoles,Benito Juárez,3810.0,Restaurante,Japonesa
2036,Restaurante,Cafebrería El Péndulo Condesa,Avenida Nuevo León 115,Condesa,Cuauhtémoc,6140.0,Cafetería,Mexicana
2037,Restaurante,El Farolito,Avenida de las Fuentes 510  local 11,Jardines del Pedregal,Álvaro Obregón,1900.0,Taquerías y Torterías,Mexicana
2038,Restaurante,Restaurante Asia,Avenida Vasco de Quiroga 3800 491,Paseo de las Lomas,Álvaro Obregón,1330.0,Restaurante buffet,Cantonesa
2039,Restaurante,Parrilla Danesa,Matanzas 669,Lindavista Norte,Gustavo A. Madero,7300.0,,
2040,Restaurante,Karisma,Campos Elíseos 219,Polanco,Miguel Hidalgo,11560.0,Restaurante,Mexicana
2041,Restaurante,El Mesón De Valencia,Avenida Hidalgo 345,San Miguel,Iztapalapa,9360.0,Restaurante,Mexicana
2042,Restaurante,Un Lugar De La Mancha,Esopo 11,Polanco,Miguel Hidalgo,11560.0,Restaurante,Internacional
2043,Restaurante,Toks Eduardo Molina,Avenida Eduardo Molina 1623,El Coyol,Gustavo A. Madero,7420.0,,
2044,Restaurante,La Alcantarilla,Calzada Desierto de los Leones 5469,Alcantarilla,Álvaro Obregón,1729.0,Restaurante,Argentina
2045,Restaurante,El Bataclan,Popocatépetl 25,Hipódromo,Cuauhtémoc,6100.0,Restaurante,Mexicana
2046,Restaurante,La Mansión,Avenida Insurgentes Sur 778,Del Valle Centro,Benito Juárez,3100.0,Restaurante,Carnes
2047,Restaurante,Restaurante Bar Bolaños,Calle 5 de Febrero 14 local 17,Centro,Cuauhtémoc,6060.0,Restaurante,Mexicana
2048,Restaurante,Restaurante Gino´S,Avenida Insurgentes Sur 1777,Guadalupe Inn,Álvaro Obregón,1020.0,Restaurante,Italiana
2049,Restaurante,El Tizoncito,Avenida Adolfo Ruiz Cortinez 4020 local 171819 A,Jardines del Pedregal,Álvaro Obregón,1900.0,Taquerías y Torterías,Mexicana
2050,Restaurante,Sushi Itto Loreto,Primera privada de Altamirano 46 4 M módulo B,Tizapán,Álvaro Obregón,1090.0,Restaurante,Japonesa
2051,Restaurante,El Torito,Avenida Periférico Sur 4690 local 504,Jardines del Pedregal,Coyoacán,4500.0,Restaurante buffet,Carnes
2052,Restaurante,Enrique,Avenida Insurgentes 4061,Tlalpan,Tlalpan,14000.0,Restaurante,Mexicana
2053,Restaurante,Restaurante Bar Micalet,Avenida Coyoacán 1435 edificio J 77,Del Valle Centro,Benito Juárez,3100.0,Restaurante,Mexicana
2054,Restaurante,Tortas Locas Hipocampo,Avenida Coyoacán 1435 1 A,Del Valle Centro,Benito Juárez,3100.0,Comida rapida,Mexicana
2055,Restaurante,La Jarochita,Avenida Constituyentes 1220,Lomas Altas,Miguel Hidalgo,11950.0,Fondas y cocinas económicas,Mexicana
2056,Restaurante,Puesto Rojo,Calzada Desierto de los Leones 39,La Venta,Cuajimalpa de Morelos,5520.0,Restaurante,Mexicana
2057,Restaurante,Tamalli,Avenida Cuauhtémoc 1371,Santa Cruz Atoyac,Benito Juárez,3310.0,Comida rapida,Mexicana
2058,Restaurante,Asado Del Valle,Maricopa No. 40,Nápoles,Benito Juárez,3810.0,,
2059,Restaurante,Italianni´S,"Antonio M. Anza, No. 20",Roma,Cuauhtémoc,6700.0,,
2060,Restaurante,Burger King,"Avenida, Av. Reforma, No. 22",Juárez,Cuauhtémoc,6600.0,,
2061,Restaurante,Restoranes Y Bares  Mallorca,"Serapio Rendón, No, 119",San Rafael,Cuauhtémoc,6470.0,,
2062,Restaurante,Starbucks Coffee,Boulevard Miguel de Cervantes Saavedra No. 397,Irrigación,Miguel Hidalgo,11500.0,,
2063,Restaurante,Starbucks Coffee,Avenida Miguel Angel de Quevedo No. 524,Villa Coyoacán,Coyoacán,4000.0,,
2064,Restaurante,Starbucks Coffee,Colectores 13 280,Magdalena de las Salinas,Gustavo A. Madero,7760.0,,
2065,Restaurante,Starbucks Coffee,Colectores 12 280,Magdalena de las Salinas,Gustavo A. Madero,7760.0,,
2066,Restaurante,Starbucks Coffee,Presidente Masaryk No. 39,Chapultepec,Miguel Hidalgo,11570.0,,
2067,Restaurante,Starbucks Coffee,Avenida de las Palmas No. 765,Lomas de Chapultepec,Miguel Hidalgo,5109.0,,
2068,Restaurante,Starbucks Coffee,Avenida Aquiles Serdan No. 400,Nextengo,Azcapotzalco,2070.0,,
2069,Restaurante,Starbucks Coffee,Avenida Ejército Nacional No. 843,Granada,Miguel Hidalgo,11520.0,,
2070,Restaurante,Starbucks Coffee,"Lago Zurich, 245",Anáhuac,Miguel Hidalgo,11320.0,,
2071,Restaurante,Starbucks Coffee,"Avenida Periférico Sur,4132",Jardines del Pedregal,Álvaro Obregón,1900.0,,
2072,Restaurante,Starbucks Coffee,"Calzada del Hueso,670",Fraccionamiento Los Robles,Coyoacán,4870.0,,
2073,Restaurante,Starbucks Coffee,Avenida Santa Fé No. 94,Santa Fe Cuajimalpa,Álvaro Obregón,1210.0,,
2074,Restaurante,Starbucks Coffee,"Avenida Paseo de la Reforma,195",Cuauhtémoc,Cuauhtémoc,6500.0,,
2075,Restaurante,Starbucks Coffee,Edgar Allan Poe No. 308,Polanco,Miguel Hidalgo,11550.0,,
2076,Restaurante,Starbucks Coffee,Avenida Acoxpa No. 430,Ex Hacienda Coapa,Tlalpan,14308.0,,
2077,Restaurante,Starbucks Coffee,Avenida Paseo de la Reforma No. 10,Guerrero,Cuauhtémoc,6300.0,,
2078,Restaurante,Starbucks Coffee,Avenida Félix Cuevas 6,Del Valle Centro,Benito Juárez,3200.0,,
2079,Restaurante,Starbucks Coffee,Avenida Montevideo 257,Lindavista Norte,Gustavo A. Madero,7300.0,,
2080,Restaurante,Starbucks Coffee,Avenida Puente 186,Amsa,Tlalpan,14380.0,,
2081,Restaurante,Starbucks Coffee,Avenida Prolongación División del Norte 4344,Nueva Oriental Coapa,Tlalpan,14300.0,,
2082,Restaurante,Starbucks Coffee,Boulevard Manuel Ávila Camacho No.1,Lomas De Chapultepec,Miguel Hidalgo,11000.0,,
2083,Restaurante,Starbucks Coffee,"Av. Capitán Carlos León González, S/N",Zona Federal Aeropuerto,Venustiano Carranza,15620.0,,
2084,Restaurante,Starbucks Coffee,Avenida Lago Alberto No.320,Anáhuac,Miguel Hidalgo,11320.0,,
2085,Restaurante,Starbucks Coffee,"Avenida Calle Sur 136, No. 116",Las Américas,Álvaro Obregón,1120.0,,
2086,Restaurante,Starbucks Coffee,Avenida Callejón Coroco No.6,San Diego Churubusco,Coyoacán,4120.0,,
2087,Restaurante,Dominos Pizza,Av. Ermita Iztapalapa No. 756,Santa Isabel Industrial,Iztapalapa,9820.0,,
2088,Restaurante,Dominos Pizza,Aluminio No. 401,20 de Noviembre,Venustiano Carranza,15300.0,,
2089,Restaurante,Dominos Pizza,Rafael Reyes Espindola No. 491,Periodista,Miguel Hidalgo,11220.0,,
2090,Restaurante,Dominos Pizza,Av. Santa Lucía Num 1043,Colinas del Sur,Álvaro Obregón,1430.0,,
2091,Restaurante,Dominos Pizza,"Avenida Prolongacion Paseo de la Reforma, No. 400",Peña Blanca,Álvaro Obregón,1210.0,,
2092,Restaurante,Dominos Pizza,"Avenida Acoxpa, No. 430",Vergel del Sur,Tlalpan,14340.0,,
2093,Restaurante,Dominos Pizza,"Boulevard López Mateos, No. 1701",Lomas de Plateros,Álvaro Obregón,1480.0,,
2094,Restaurante,Dominos Pizza,"Av. Vasco de Quiroga, No. 3900",Tlaxala,Cuajimalpa de Morelos,5300.0,,
2095,Restaurante,Starbucks Coffee,Avenida Vasco De Quiroga No. 3800,Antigua Mina,Cuajimalpa de Morelos,5109.0,,
2096,Restaurante,Dominos Pizza,"Avenida Cuauhtémoc, No. 462",Narvarte,Benito Juárez,3020.0,,
2097,Restaurante,Starbucks Coffee,Insurgentes Sur No. 1971,Guadalupe Inn,Álvaro Obregón,1020.0,,
2098,Restaurante,Starbucks Coffee,Av. Santa Fe No. 482,Santa Fe,Cuajimalpa de Morelos,5349.0,,
2099,Restaurante,Dominos Pizza,"Av. Observatorio, No. 457",Las Américas,Álvaro Obregón,1120.0,,
2100,Restaurante,Starbucks Coffee,Calzada San Juan de Aragón 516,Lardizabal Carrera,Gustavo A. Madero,7070.0,,
2101,Restaurante,Starbucks Coffee,Montecitos No. 38,Nápoles,Benito Juárez,3810.0,,
2102,Restaurante,Starbucks Coffee,Avenida Paseo de la Reforma No. 347,Cuauhtémoc,Cuauhtémoc,6500.0,,
2103,Restaurante,Starbucks Coffee,Durango No. 205,Roma,Cuauhtémoc,6700.0,,
2104,Restaurante,Starbucks Coffee,Londres No. 127,Juárez,Cuauhtémoc,6600.0,,
2105,Restaurante,Starbucks Coffee,Boulevard Adolfo López Mateos No. 4020,Jardines del Pedregal,Álvaro Obregón,1900.0,,
2106,Restaurante,Starbucks Coffee,Fray Servando Teresa de Mier No. 964,Jardín Balbuena,Venustiano Carranza,15900.0,,
2107,Restaurante,Starbucks Coffee,Avenida Tezontle No. 1520 Int. A,Doctor Alfonso Ortiz Tirado,Iztapalapa,9020.0,,
2108,Restaurante,Starbucks Coffee,Avenida Michoacán No.139,Condesa,Cuauhtémoc,6140.0,,
2109,Restaurante,Starbucks Coffee,Avenida Revolución No. 780,San Juan,Benito Juárez,3730.0,,
2110,Restaurante,Starbucks Coffee,Avenida Adolfo López Mateos S/N,San Jerónimo,La Magdalena Contreras,10200.0,,
2111,Restaurante,Starbucks Coffee,Avenida Javier Barros Sierra No. 540,Santa Fe,Álvaro Obregón,1210.0,,
2112,Restaurante,Starbucks Coffee,Av. Ejército Nacional No. 980,Chapultepec Morales,Miguel Hidalgo,11570.0,,
2113,Restaurante,Starbucks Coffee,Camarones No. 510,El Recreo,Azcapotzalco,2070.0,,
2114,Restaurante,Starbucks Coffee,Camino A Santa Teresa No.13,Héroes de Padierna,Tlalpan,14200.0,,
2115,Restaurante,Dominos Pizza,"Av. Insurgentes Sur, No. 388",Roma,Cuauhtémoc,6700.0,,
2116,Restaurante,Starbucks Coffee,Insurgentes Sur No. 1743,Guadalupe Inn,Álvaro Obregón,1020.0,,
2117,Restaurante,Starbucks Coffee,Avenida Insurgentes Sur No. 729,Nápoles,Benito Juárez,3810.0,,
2118,Restaurante,Starbucks Coffee,Cráter No.709,Jardines del Pedregal,Álvaro Obregón,1900.0,,
2119,Restaurante,Dominos Pizza,Ave. Tacuba Num 74,Centro,Cuauhtémoc,6010.0,,
2120,Restaurante,Vips,Miguel Ángel de Quevedo No. 870-A,Barrio de la Concepción,Coyoacán,4020.0,,
2121,Restaurante,Vips,Av. Canal de Tezontle No. 1520-B,Doctor Alfonso Ortiz Tirado,Iztapalapa,9020.0,,
2122,Restaurante,Vips,Av. Insurgentes Sur No. 2383,Tizapán,Álvaro Obregón,1090.0,,
2123,Restaurante,Vips,San Francisco No. 1621-A,Del Valle,Benito Juárez,3100.0,,
2124,Restaurante,Vips,Av. Insurgentes Sur No. 1581,San José Insurgentes,Benito Juárez,3900.0,,
2125,Restaurante,Vips,Canal de Miramontes No. 2053,Los Girasoles,Coyoacán,4920.0,,
2126,Restaurante,Vips,Tláhuac No. 4431,Lomas Estrella,Iztapalapa,9890.0,,
2127,Restaurante,Vips,Ermita Iztapalapa No. 907,Santa Isabel Industrial,Iztapalapa,9820.0,,
2128,Restaurante,Vips,Anillo Periférico No. 1911-A,Ejército Constitucionalista,Iztapalapa,9220.0,,
2129,Restaurante,Vips,Eje 5 Sur Eugenia No. 194,Vértiz Narvarte,Benito Juárez,3600.0,,
2130,Restaurante,Vips,José Luis Lagrange No. 103,Los Morales,Miguel Hidalgo,11510.0,,
2131,Restaurante,Vips,Av. Insurgentes Sur No. 105,Juárez,Cuauhtémoc,6600.0,,
2132,Restaurante,Vips,Av. Insurgentes Sur No. 180,Roma,Cuauhtémoc,6700.0,,
2133,Restaurante,Vips,Av. Observatorio No. 457-A,Las Américas,Álvaro Obregón,1120.0,,
2134,Restaurante,Vips,Av. Insurgentes Norte No. 131-A,Guerrero,Cuauhtémoc,6300.0,,
2135,Restaurante,Vips,Av. Insurgentes Centro No. 67,San Rafael,Cuauhtémoc,6470.0,,
2136,Restaurante,Vips,Gutemberg No. 231,Nueva Anzures,Miguel Hidalgo,11590.0,,
2137,Restaurante,Vips,Calzada de Guadalupe 431,Guadalupe Tepeyac,Gustavo A. Madero,7840.0,,
2138,Restaurante,Vips,Av. El Rosario No. 1025,Tierra Nueva,Azcapotzalco,2430.0,,
2139,Restaurante,Sanborns,Calzada Camarones 108,San Salvador Xochimanca,Azcapotzalco,2870.0,,
2140,Restaurante,Sanborns,Paseo de la Reforma 333,Cuauhtémoc,Cuauhtémoc,6500.0,,
2141,Restaurante,Debbie & Peponne Healthy Food And Bakery,Avenida Las Fuentes No. 425,Jardines del Pedregal,Álvaro Obregón,1900.0,,
2142,Restaurante,Debbie & Peponne Healthy Food And Bakery,Campos Eliseos No. 189,Polanco,Miguel Hidalgo,11560.0,,
2143,Restaurante,Sanborns,Calzada Vallejo  296 - 1,San Francisco Xocotitla,Azcapotzalco,2960.0,,
2144,Restaurante,Restaurante El Sol,"Boulevard Aeropuerto, No.380",Moctezuma,Venustiano Carranza,15530.0,,
2145,Restaurante,Sanborns,San Luis Potosí 214,Roma,Cuauhtémoc,6170.0,,
2146,Restaurante,Sanborns,Isabel La Católica 51,Centro,Cuauhtémoc,6000.0,,
2147,Restaurante,Sanborns,Guillermo González Camarena  111,Centro Santa Fe,Álvaro Obregón,1210.0,,
2148,Restaurante,Sanborns,Canal de Tezontle  1512,Doctor Alfonso Ortiz Tirado,Iztacalco,9020.0,,
2149,Restaurante,Sanborns,Av. Coyoacán 2000,Xoco,Benito Juárez,3330.0,,
2150,Restaurante,El Portón,"Av. Cuitlahuac, No. 3651",Hogar y Seguridad,Azcapotzalco,2500.0,,
2151,Restaurante,El Portón,Calzada de Guadalupe 431,Guadalupe de Tepeyac,Gustavo A. Madero,7840.0,,
2152,Restaurante,El Portón,"Ignacio Esteva, No. 10",San Miguel Chapultepec,Miguel Hidalgo,11850.0,,
2153,Restaurante,El Portón,"Av. San Jerónimo, No. 630",Jardines del Pedregal,Álvaro Obregón,1090.0,,
2154,Restaurante,El Portón,"Miguel Ángel de Quevedo, No. 175",Oxtopulco,Coyoacán,4318.0,,
2155,Restaurante,Kofetarica,Malintzin No. 148,Del Carmen,Coyoacán,4100.0,,
2156,Restaurante,Sanborns,San Jerónimo 630,Jardines del Pedregal,Álvaro Obregón,1900.0,,
2157,Restaurante,Puerta De Hierro,"Carretera Federal a Cuernavaca, No.5101",Chimalcoyotl,Tlalpan,14630.0,,
2158,Restaurante,Chilis Grill & Bar,"Claz. Vallejo, No. 1090",Industrial Vallejo,Azcapotzalco,2300.0,,
2159,Restaurante,Chilis Grill & Bar,"Av. Rosario, No. 1025",El Rosario,Azcapotzalco,2430.0,,
2160,Restaurante,Chilis Grill & Bar,"Antonio Manuel Anza, No. 20",Roma Sur,Cuauhtémoc,6760.0,,
2161,Restaurante,Chilis Grill & Bar,Av. Insurgentes Sur. No. 1352,Del Valle,Benito Juárez,3100.0,,
2162,Restaurante,Alfredo Di Roma Trattoria,Av. Ejercito Nacional No. 769,Granada,Miguel Hidalgo,11560.0,,
2163,Restaurante,Chilis Grill & Bar,"Av. Capitán Carlos León González, s/n",Peñón de los Baños,Venustiano Carranza,15620.0,,
2164,Restaurante,Burger King,"Calle 10, No. 132",San Pedro de los Pinos,Álvaro Obregón,1180.0,,
2165,Restaurante,Chilis Grill & Bar,"Av. Vasco de Quiroga, No. 1800",Peña Blanca,Álvaro Obregón,1210.0,,
2166,Restaurante,Chilis Grill & Bar,"Av. Canal de Tezontle, No. 1512",Doctor Alfonso Ortiz Tirado,Iztapalapa,9020.0,,
2167,Restaurante,Sanborns,Calzada de Tlalpan 4737,Toriello Guerra,Tlalpan,14050.0,,
2168,Restaurante,Sanborns,Calzada del Hueso 519,Coapa,Tlalpan,14300.0,,
2169,Restaurante,Sanborns,Francisco I. Madero 6,Centro,Cuauhtémoc,6500.0,,
2170,Restaurante,Sanborns,Av. Del Imán 151,Pedregal de Carrasco,Coyoacán,4700.0,,
2171,Restaurante,Sanborns,Barranca del Muerto 479,Merced Gómez,Álvaro Obregón,1600.0,,
2172,Restaurante,Cafetería Finca Santa Veracruz,Jose Maria Lafragua No. 7,Tabacalera,Cuauhtémoc,6030.0,,
2173,Restaurante,Restaurante Cluny,Av. De la paz No.57 Loc.25,San Ángel,Álvaro Obregón,1000.0,,
2174,Restaurante,Noviedades,Mar de la Sonda No. 16,Popotla,Miguel Hidalgo,11400.0,,
2175,Restaurante,Sanborns Cafe,Balderas 34,Centro,Cuauhtémoc,6600.0,,
2176,Restaurante,Sanborns Cafe,Juárez 34,Centro,Cuauhtémoc,6000.0,,
2177,Restaurante,Sanborns Cafe,División del Norte 1806,Portales,Benito Juárez,3300.0,,
2178,Restaurante,Sanborns Cafe,Humbolt 26,Centro,Cuauhtémoc,6040.0,,
2179,Restaurante,Sanborns Cafe,Mariano Escobedo 402,Anzures,Miguel Hidalgo,11590.0,,
2180,Restaurante,Friday´S,Avenida Popocatepetl,Xoco,Benito Juárez,3330.0,,
2181,Restaurante,Friday´S,"Av. Patriotismo, No. 229, L-R01-L17",San Pedro de los Pinos,Benito Juárez,3800.0,,
2182,Restaurante,Burger King,"Avenida Ejercito Nacional, No.843",Granada,Miguel Hidalgo,11520.0,,
2183,Restaurante,Burger King,"Av. Insurgentes, No. 2374",San Ángel,Álvaro Obregón,1000.0,,
2184,Restaurante,Burger King,"Av. Escuadrón 201, s/n",Cristo Rey,Álvaro Obregón,1150.0,,
2185,Restaurante,Burger King,"Av. Prolongación División del Norte, No. 5151",Paseos del Sur,Xochimilco,16010.0,,
2186,Restaurante,Burger King,"Av. Universidad, No. 740",Santa Cruz Atoyac,Benito Juárez,3310.0,,
2187,Restaurante,Burger King,"Av. Azcapotzalco, No. 527",Centro de Azcapotzalco,Azcapotzalco,2000.0,,
2188,Restaurante,Burger King,"Av. José María Castorena, No. 232",Cuajimalpa,Cuajimalpa de Morelos,5000.0,,
2189,Restaurante,Burger King,"Av. Genova, No. 59",Juárez,Cuauhtémoc,6600.0,,
2190,Restaurante,Burger King,"Av. Cerro del Agua (Eje 10 Sur), s/n",Romero de Terreros,Coyoacán,4310.0,,
2191,Restaurante,Hacienda De Los Morales,Juan Vázquez de Mella No. 525,Del Bosque,Miguel Hidalgo,11510.0,,
2192,Restaurante,Parrilla Leonesa,"Av. Canal de Miramontes No. 3155, Local AN - 10",Vergel Coapa,Tlalpan,14320.0,,
2193,Restaurante,Sanborns,Guadalupe I. Ramírez No. 318,Tepepan San Marcos,Xochimilco,16050.0,,
2194,Restaurante,Sanborns,Tacuba No. 2,Centro,Cuauhtémoc,6010.0,,
2195,Restaurante,Sanborns,Vasco de Quiroga No. 3800,Santa Fe,Cuajimalpa de Morelos,1210.0,,
2196,Restaurante,Sanborns,Insurgentes Sur No. 688,Del Valle,Benito Juárez,3810.0,,
2197,Restaurante,Sanborns,Paseo de la Reforma No. 45,Tabacalera,Cuauhtémoc,6030.0,,
2198,Restaurante,Restaurante Liverpool Centro,Venustiano Carranza No. 92,Centro,Cuauhtémoc,6060.0,,
2199,Restaurante,Restaurante Liverpool Y Experiencia Gourmet Polanco,Mariano Escobedo No. 425,Polanco,Miguel Hidalgo,11570.0,,
2200,Restaurante,Restaurante Liverpool Y Experiencia Gourmet Insurgentes,Insurgentes Sur No. 1310,Del Valle,Benito Juárez,3100.0,,
2201,Restaurante,Sanborns,Altamirano No. 46,Barrio Loreto,Álvaro Obregón,1090.0,,
2202,Restaurante,Sanborns,Parque Centenario No. 5,Coyoacán,Coyoacán,4000.0,,
2203,Restaurante,Sanborns,Av. Cuauhtémoc No. 242,Doctores,Cuauhtémoc,6720.0,,
2204,Restaurante,Sanborns,Av. Patriotismo No. 229,San Pedro de los Pinos,Benito Juárez,11800.0,,
2205,Restaurante,Sanborns,Ejército Nacional No. 980,Chapultepec Morales,Miguel Hidalgo,11510.0,,
2206,Restaurante,Bar Fifty Mils -Hotel Four Seasons Cdmx-,"Avenida Paseo de la Reforma, No.500",Juárez,Cuauhtémoc,6600.0,,
2207,Restaurante,Restaurante Contigo Cocina De Diario,Rio Nilo No.75,Cuauhtémoc,Cuauhtémoc,6500.0,,
2208,Restaurante,Parrilla Leonesa Centro,Bolivar No.29,Centro,Cuauhtémoc,6000.0,,
2209,Restaurante,Vianda Dt,Calle Tres No. 55,Lomas de Santa Fe,Álvaro Obregón,1219.0,,
2210,Restaurante,Phone Bar -Hotel Geneve Ciudad De México-,"Londres, No.130",Juárez,Cuauhtémoc,6600.0,,
2211,Restaurante,La Puerta De Alcala,Anatole France 120,Polanco,Miguel Hidalgo,11550.0,,Otra
2212,Restaurante,Pf Chang´S China Bistro,"Av. Popocatepetl, No. 546",Xoco,Benito Juárez,3330.0,,
2213,Restaurante,Pf Chang´S China Bistro,"Av. Vasco de Quiroga, No. 3850",Santa Fe,Cuajimalpa de Morelos,5109.0,,
2214,Restaurante,Pf Chang´S China Bistro,"Av. Periférico Sur, No. 4132",Jardines del Pedregal,Álvaro Obregón,1900.0,,
2215,Restaurante,The Cheese Cake Factory,"Av. Vasco de Quiroga, No. 3800",Antigua Mina La Totolapa,Cuajimalpa de Morelos,5109.0,,
2216,Restaurante,Chemema Café,"Michoacan, No.9",Hipódromo,Cuauhtémoc,6100.0,,
2217,Restaurante,Olive Garden Universidad,"Av. Popocatépetl No. 546, L J11",Xoco,Benito Juárez,3330.0,,
2218,Restaurante,Taqueria Tres Coyotes,Ignacio Aldama No. 2,Del Carmen,Coyoacán,4100.0,,
2219,Restaurante,Los Arcos,Av presidente Masaryk 49A,Chapultepec Morales,Miguel Hidalgo,11570.0,,
2220,Restaurante,El Cardenal,Av. De la Paz No. 32,San Ángel,Álvaro Obregón,1000.0,,
2221,Restaurante,El Cardenal,Av. Paseo de las Palmas 213,Lomas de Chapultepec,Miguel Hidalgo,11000.0,,
2222,Restaurante,Cantina Buenos Aires,"Motolinia, No.21",Centro,Cuauhtémoc,6000.0,,
2223,Restaurante,Restaurante Bar Dolmen,"Dr. Andrade, No.69",Doctores,Cuauhtémoc,6720.0,,
2224,Restaurante,Lobby-Bar Britania,José María Lafragua No. 7,Tabacalera,Cuauhtémoc,6030.0,,Otra
2225,Restaurante,Cafeteria Finca Santa Veracruz,José María Lafragua  No. 7,Tabacalera,Cuauhtémoc,6030.0,,Otra
2226,Restaurante,Panda Express Wtc,"Montecito, No. 39 (Local 19-03)",Nápoles,Benito Juárez,3810.0,,
2227,Restaurante,Olive Garden,"Horacio, No.147 L-101",Chapultepec Morales,Miguel Hidalgo,11570.0,,
2228,Restaurante,Restaurante,Av. Canal Río Churubusco 1635,Central de Abastos,Iztapalapa,9040.0,,
2229,Restaurante,Restaurante Bar La Carreta,Belisario Dominguez No.6,Centro,Cuauhtémoc,6010.0,,
2230,Restaurante,Bar 32,"Hamburgo, No.32",Juárez,Cuauhtémoc,6600.0,,
2231,Restaurante,Roof Garden,"Hamburgo, No.32",Juárez,Cuauhtémoc,6600.0,,
2232,Restaurante,Fives Urban Cuisine,"Hamburgo, No.32",Juárez,Cuauhtémoc,6600.0,,
2233,Restaurante,Luna Bistro,"Hamburgo, No.32",Juárez,Cuauhtémoc,6600.0,,
2234,Restaurante,Luna Bistro,Segunda Privada de San Ángel No.4,Lomas de San Ángel Inn,Álvaro Obregón,1790.0,,
2235,Restaurante,Alfredo Di Roma,Campos Eliseos No. 218,Polanco,Miguel Hidalgo,11560.0,,
2236,Restaurante,La Huerta,Mariano Escobedo No.700,Nueva Anzures,Miguel Hidalgo,11590.0,,
2237,Restaurante,María Bonita,Mariano Escobedo No.700,Nueva Anzures,Miguel Hidalgo,11590.0,,
2238,Restaurante,Lobby Bar,Campos Eliseos No. 218,Polanco,Miguel Hidalgo,11560.0,,
2239,Restaurante,Hooters,Moliere No.353 Loc. L-A,Polanco,Miguel Hidalgo,11550.0,,
2240,Restaurante,Hooters,Canal de Miramontes No. 3155,Vergel Coapa,Tlalpan,14320.0,,
2241,Restaurante,Restaurante Kyo,Guillermo Gonzalez Camarena No.300,Centro,Álvaro Obregón,1210.0,,
2242,Restaurante,Banquetes Camino Real Santa Fe,Guillermo Gonzalez Camarena No.300,Centro,Álvaro Obregón,1210.0,,
2243,Restaurante,Lobby Lounge,Antonio Dovali Jaime 70,Zedec,Álvaro Obregón,1219.0,,
2244,Restaurante,Asado Del Valle,Amores No. 1444,Del Valle,Benito Juárez,3100.0,,
2245,Restaurante,Quintonil,Newton No.55,Polanco,Miguel Hidalgo,11560.0,,
2246,Restaurante,Restaurante Gogó Y Lola,Emilio Castelar No. 213 B,Polanco,Miguel Hidalgo,11550.0,,Mixta
2247,Restaurante,Restaurante Quetzal,Avenida Ticomán 3461,Santa María Ticoman,Gustavo A. Madero,7330.0,,Mixta
2248,Restaurante,Don Pollo Restaurantes,Paseo de la Reforma 264,Juárez,Cuauhtémoc,6600.0,Restaurante,Mexicana
2249,Arrendadora de autos,Dollar Rent a Car,Miguel Laurent 725,Del Valle,Benito Juárez,3100.0,Internacional,
2250,Arrendadora de autos,Grupo Álamo,Hamburgo 195,Juárez,Cuauhtémoc,6600.0,Internacional,
2251,Arrendadora de autos,Lord Travel,Colima 323 interior 8,Roma,Cuauhtémoc,6700.0,Nacional,
2252,Arrendadora de autos,Robinson Rent a Car,Sullivan 17 1 A,San Rafael,Cuauhtémoc,6470.0,Nacional,
2253,Arrendadora de autos,Casanova Vallejo,Norte 45  940 C,Nueva Industrial Vallejo,Gustavo A. Madero,7700.0,Nacional,
2254,Arrendadora de autos,Promotora de Transportes y Excursiones,Calle 1 manzana 2 20,Santa María Aztahuacan,Iztapalapa,9500.0,Nacional,
2255,Arrendadora de autos,AVIS,"Campos Eliseos, No.185 - bis",Polanco Chapultepec,Miguel Hidalgo,11560.0,Internacional,
2256,Arrendadora de autos,National Inter Rent,Campos Eliseos 204 planta baja,Polanco Chapultepec,Miguel Hidalgo,11560.0,Nacional,
2257,Arrendadora de autos,Atse,Coapa 21,Toriello Guerra,Tlalpan,14050.0,Nacional,
2258,Arrendadora de autos,Royal Rent a Car,Avenida Capitán Carlos León sin número sala E 3 local 15,Peñón de los Baños,Venustiano Carranza,15520.0,Nacional,
2259,Arrendadora de autos,Dollar Rent a Car,Avenida Capitán Carlos León sin número sala internacional local 16,Peñón de los Baños,Venustiano Carranza,15520.0,Internacional,
2260,Arrendadora de autos,National Car Rental,Periférico Sur No. 4349,Jardines de la Montaña,Tlalpan,14210.0,Internacional,
2261,Arrendadora de autos,National Car Rental,Autopista México-Toluca No. 1235,Lomas de Santa Fé,Cuajimalpa de Morelos,5300.0,Internacional,
